01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2021,Fronteira,Município,Total,,,,,1
2021,Funchal,Município,T0 ou T1,,,,,32
2021,Funchal,Município,T2,,,,,70
2021,Funchal,Município,T3,,,,,92
2021,Funchal,Município,T4 ou mais,,,,,12
2021,Funchal,Município,Total,,,,,206
2021,Fundão,Município,T0 ou T1,,,,,0
2021,Fundão,Município,T2,,,,,5
2021,Fundão,Município,T3,,,,,31
2021,Fundão,Município,T4 ou mais,,,,,7
2021,Fundão,Município,Total,,,,,43
2021,Gavião,Município,T0 ou T1,,,,,0
2021,Gavião,Município,T2,,,,,0
2021,Gavião,Município,T3,,,,,5
2021,Gavião,Município,T4 ou mais,,,,,1
2021,Gavião,Município,Total,,,,,6
2021,Góis,Município,T0 ou T1,,,,,0
2021,Góis,Município,T2,,,,,0
2021,Góis,Município,T3,,,,,2
2021,Góis,Município,T4 ou mais,,,,,0
2021,Góis,Município,Total,,,,,2
2021,Golegã,Município,T0 ou T1,,,,,0
2021,Golegã,Município,T2,,,,,0
2021,Golegã,Município,T3,,,,,3
2021,Golegã,Município,T4 ou mais,,,,,1
2021,Golegã,Município,Total,,,,,4
2021,Gondomar,Município,T0 ou T1,,,,,38
2021,Gondomar,Município,T2,,,,,61
2021,Gondomar,Município,T3,,,,,141
2021,Gondomar,Município,T4 ou mais,,,,,12
2021,Gondomar,Município,Total,,,,,252
2021,Gouveia,Município,T0 ou T1,,,,,2
2021,Gouveia,Município,T2,,,,,8
2021,Gouveia,Município,T3,,,,,6
2021,Gouveia,Município,T4 ou mais,,,,,1
2021,Gouveia,Município,Total,,,,,17
2021,Grândola,Município,T0 ou T1,,,,,3
2021,Grândola,Município,T2,,,,,8
2021,Grândola,Município,T3,,,,,7
2021,Grândola,Município,T4 ou mais,,,,,14
2021,Grândola,Município,Total,,,,,32
2021,Guarda,Município,T0 ou T1,,,,,0
2021,Guarda,Município,T2,,,,,0
2021,Guarda,Município,T3,,,,,1
2021,Guarda,Município,T4 ou mais,,,,,1
2021,Guarda,Município,Total,,,,,2
2021,Guimarães,Município,T0 ou T1,,,,,6
2021,Guimarães,Município,T2,,,,,82
2021,Guimarães,Município,T3,,,,,285
2021,Guimarães,Município,T4 ou mais,,,,,12
2021,Guimarães,Município,Total,,,,,385
2021,Horta,Município,T0 ou T1,,,,,2
2021,Horta,Município,T2,,,,,10
2021,Horta,Município,T3,,,,,11
2021,Horta,Município,T4 ou mais,,,,,3
2021,Horta,Município,Total,,,,,26
2021,Idanha-a-Nova,Município,T0 ou T1,,,,,2
2021,Idanha-a-Nova,Município,T2,,,,,12
2021,Idanha-a-Nova,Município,T3,,,,,8
2021,Idanha-a-Nova,Município,T4 ou mais,,,,,6
2021,Idanha-a-Nova,Município,Total,,,,,28
2021,Ílhavo,Município,T0 ou T1,,,,,19
2021,Ílhavo,Município,T2,,,,,37
2021,Ílhavo,Município,T3,,,,,59
2021,Ílhavo,Município,T4 ou mais,,,,,11
2021,Ílhavo,Município,Total,,,,,126
2021,Lagoa,Município,T0 ou T1,,,,,3
2021,Lagoa,Município,T2,,,,,9
2021,Lagoa,Município,T3,,,,,19
2021,Lagoa,Município,T4 ou mais,,,,,9
2021,Lagoa,Município,Total,,,,,40
2021,Lagoa [R.A.A.],Município,T0 ou T1,,,,,2
2021,Lagoa [R.A.A.],Município,T2,,,,,6
2021,Lagoa [R.A.A.],Município,T3,,,,,14
2021,Lagoa [R.A.A.],Município,T4 ou mais,,,,,7
2021,Lagoa [R.A.A.],Município,Total,,,,,29
2021,Lagos,Município,T0 ou T1,,,,,14
2021,Lagos,Município,T2,,,,,38
2021,Lagos,Município,T3,,,,,75
2021,Lagos,Município,T4 ou mais,,,,,5
2021,Lagos,Município,Total,,,,,132
2021,Lajes das Flores,Município,T0 ou T1,,,,,1
2021,Lajes das Flores,Município,T2,,,,,0
2021,Lajes das Flores,Município,T3,,,,,1
2021,Lajes das Flores,Município,T4 ou mais,,,,,0
2021,Lajes das Flores,Município,Total,,,,,2
2021,Lajes do Pico,Município,T0 ou T1,,,,,1
2021,Lajes do Pico,Município,T2,,,,,1
2021,Lajes do Pico,Município,T3,,,,,1
2021,Lajes do Pico,Município,T4 ou mais,,,,,1
2021,Lajes do Pico,Município,Total,,,,,4
2021,Lamego,Município,T0 ou T1,,,,,0
2021,Lamego,Município,T2,,,,,7
2021,Lamego,Município,T3,,,,,20
2021,Lamego,Município,T4 ou mais,,,,,8
2021,Lamego,Município,Total,,,,,35
2021,Leiria,Município,T0 ou T1,,,,,31
2021,Leiria,Município,T2,,,,,63
2021,Leiria,Município,T3,,,,,206
2021,Leiria,Município,T4 ou mais,,,,,46
2021,Leiria,Município,Total,,,,,346
2021,Lisboa,Município,T0 ou T1,,,,,146
2021,Lisboa,Município,T2,,,,,240
2021,Lisboa,Município,T3,,,,,177
2021,Lisboa,Município,T4 ou mais,,,,,97
2021,Lisboa,Município,Total,,,,,660
2021,Loulé,Município,T0 ou T1,,,,,15
2021,Loulé,Município,T2,,,,,21
2021,Loulé,Município,T3,,,,,34
2021,Loulé,Município,T4 ou mais,,,,,29
2021,Loulé,Município,Total,,,,,99
2021,Loures,Município,T0 ou T1,,,,,8
2021,Loures,Município,T2,,,,,43
2021,Loures,Município,T3,,,,,115
2021,Loures,Município,T4 ou mais,,,,,73
2021,Loures,Município,Total,,,,,239
2021,Lourinhã,Município,T0 ou T1,,,,,3
2021,Lourinhã,Município,T2,,,,,17
2021,Lourinhã,Município,T3,,,,,53
2021,Lourinhã,Município,T4 ou mais,,,,,14
2021,Lourinhã,Município,Total,,,,,87
2021,Lousã,Município,T0 ou T1,,,,,3
2021,Lousã,Município,T2,,,,,8
2021,Lousã,Município,T3,,,,,13
2021,Lousã,Município,T4 ou mais,,,,,3
2021,Lousã,Município,Total,,,,,27
2021,Lousada,Município,T0 ou T1,,,,,4
2021,Lousada,Município,T2,,,,,18
2021,Lousada,Município,T3,,,,,75
2021,Lousada,Município,T4 ou mais,,,,,6
2021,Lousada,Município,Total,,,,,103
2021,Mação,Município,T0 ou T1,,,,,1
2021,Mação,Município,T2,,,,,0
2021,Mação,Município,T3,,,,,1
2021,Mação,Município,T4 ou mais,,,,,4
2021,Mação,Município,Total,,,,,6
2021,Macedo de Cavaleiros,Município,T0 ou T1,,,,,1
2021,Macedo de Cavaleiros,Município,T2,,,,,4
2021,Macedo de Cavaleiros,Município,T3,,,,,10
2021,Macedo de Cavaleiros,Município,T4 ou mais,,,,,9
2021,Macedo de Cavaleiros,Município,Total,,,,,24
2021,Machico,Município,T0 ou T1,,,,,0
2021,Machico,Município,T2,,,,,1
2021,Machico,Município,T3,,,,,14
2021,Machico,Município,T4 ou mais,,,,,0
2021,Machico,Município,Total,,,,,15
2021,Madalena,Município,T0 ou T1,,,,,1
2021,Madalena,Município,T2,,,,,12
2021,Madalena,Município,T3,,,,,5
2021,Madalena,Município,T4 ou mais,,,,,0
2021,Madalena,Município,Total,,,,,18
2021,Mafra,Município,T0 ou T1,,,,,29
2021,Mafra,Município,T2,,,,,96
2021,Mafra,Município,T3,,,,,134
2021,Mafra,Município,T4 ou mais,,,,,38
2021,Mafra,Município,Total,,,,,297
2021,Maia,Município,T0 ou T1,,,,,6
2021,Maia,Município,T2,,,,,43
2021,Maia,Município,T3,,,,,85
2021,Maia,Município,T4 ou mais,,,,,27
2021,Maia,Município,Total,,,,,161
2021,Mangualde,Município,T0 ou T1,,,,,7
2021,Mangualde,Município,T2,,,,,6
2021,Mangualde,Município,T3,,,,,17
2021,Mangualde,Município,T4 ou mais,,,,,4
2021,Mangualde,Município,Total,,,,,34
2021,Manteigas,Município,T0 ou T1,,,,,0
2021,Manteigas,Município,T2,,,,,0
2021,Manteigas,Município,T3,,,,,1
2021,Manteigas,Município,T4 ou mais,,,,,0
2021,Manteigas,Município,Total,,,,,1
2021,Marco de Canaveses,Município,T0 ou T1,,,,,1
2021,Marco de Canaveses,Município,T2,,,,,16
2021,Marco de Canaveses,Município,T3,,,,,92
2021,Marco de Canaveses,Município,T4 ou mais,,,,,7
2021,Marco de Canaveses,Município,Total,,,,,116
2021,Marinha Grande,Município,T0 ou T1,,,,,1
2021,Marinha Grande,Município,T2,,,,,7
2021,Marinha Grande,Município,T3,,,,,24
2021,Marinha Grande,Município,T4 ou mais,,,,,14
2021,Marinha Grande,Município,Total,,,,,46
2021,Marvão,Município,T0 ou T1,,,,,0
2021,Marvão,Município,T2,,,,,0
2021,Marvão,Município,T3,,,,,0
2021,Marvão,Município,T4 ou mais,,,,,0
2021,Marvão,Município,Total,,,,,0
2021,Matosinhos,Município,T0 ou T1,,,,,270
2021,Matosinhos,Município,T2,,,,,110
2021,Matosinhos,Município,T3,,,,,90
2021,Matosinhos,Município,T4 ou mais,,,,,27
2021,Matosinhos,Município,Total,,,,,497
2021,Mealhada,Município,T0 ou T1,,,,,1
2021,Mealhada,Município,T2,,,,,2
2021,Mealhada,Município,T3,,,,,11
2021,Mealhada,Município,T4 ou mais,,,,,4
2021,Mealhada,Município,Total,,,,,18
2021,Mêda,Município,T0 ou T1,,,,,0
2021,Mêda,Município,T2,,,,,0
2021,Mêda,Município,T3,,,,,1
2021,Mêda,Município,T4 ou mais,,,,,2
2021,Mêda,Município,Total,,,,,3
2021,Melgaço,Município,T0 ou T1,,,,,0
2021,Melgaço,Município,T2,,,,,1
2021,Melgaço,Município,T3,,,,,3
2021,Melgaço,Município,T4 ou mais,,,,,0
2021,Melgaço,Município,Total,,,,,4
2021,Mértola,Município,T0 ou T1,,,,,1
2021,Mértola,Município,T2,,,,,3
2021,Mértola,Município,T3,,,,,6
2021,Mértola,Município,T4 ou mais,,,,,0
2021,Mértola,Município,Total,,,,,10
2021,Mesão Frio,Município,T0 ou T1,,,,,0
2021,Mesão Frio,Município,T2,,,,,0
2021,Mesão Frio,Município,T3,,,,,1
2021,Mesão Frio,Município,T4 ou mais,,,,,0
2021,Mesão Frio,Município,Total,,,,,1
2021,Mira,Município,T0 ou T1,,,,,5
2021,Mira,Município,T2,,,,,16
2021,Mira,Município,T3,,,,,14
2021,Mira,Município,T4 ou mais,,,,,11
2021,Mira,Município,Total,,,,,46
2021,Miranda do Corvo,Município,T0 ou T1,,,,,0
2021,Miranda do Corvo,Município,T2,,,,,5
2021,Miranda do Corvo,Município,T3,,,,,14
2021,Miranda do Corvo,Município,T4 ou mais,,,,,4
2021,Miranda do Corvo,Município,Total,,,,,23
2021,Miranda do Douro,Município,T0 ou T1,,,,,0
2021,Miranda do Douro,Município,T2,,,,,1
2021,Miranda do Douro,Município,T3,,,,,4
2021,Miranda do Douro,Município,T4 ou mais,,,,,6
2021,Miranda do Douro,Município,Total,,,,,11
2021,Mirandela,Município,T0 ou T1,,,,,6
2021,Mirandela,Município,T2,,,,,7
2021,Mirandela,Município,T3,,,,,35
2021,Mirandela,Município,T4 ou mais,,,,,8
2021,Mirandela,Município,Total,,,,,56
2021,Mogadouro,Município,T0 ou T1,,,,,1
2021,Mogadouro,Município,T2,,,,,2
2021,Mogadouro,Município,T3,,,,,3
2021,Mogadouro,Município,T4 ou mais,,,,,3
2021,Mogadouro,Município,Total,,,,,9
2021,Moimenta da Beira,Município,T0 ou T1,,,,,3
2021,Moimenta da Beira,Município,T2,,,,,7
2021,Moimenta da Beira,Município,T3,,,,,20
2021,Moimenta da Beira,Município,T4 ou mais,,,,,3
2021,Moimenta da Beira,Município,Total,,,,,33
2021,Moita,Município,T0 ou T1,,,,,1
2021,Moita,Município,T2,,,,,17
2021,Moita,Município,T3,,,,,34
2021,Moita,Município,T4 ou mais,,,,,7
2021,Moita,Município,Total,,,,,59
2021,Monção,Município,T0 ou T1,,,,,0
2021,Monção,Município,T2,,,,,9
2021,Monção,Município,T3,,,,,17
2021,Monção,Município,T4 ou mais,,,,,2
2021,Monção,Município,Total,,,,,28
2021,Monchique,Município,T0 ou T1,,,,,0
2021,Monchique,Município,T2,,,,,1
2021,Monchique,Município,T3,,,,,0
2021,Monchique,Município,T4 ou mais,,,,,0
2021,Monchique,Município,Total,,,,,1
2021,Mondim de Basto,Município,T0 ou T1,,,,,0
2021,Mondim de Basto,Município,T2,,,,,2
2021,Mondim de Basto,Município,T3,,,,,13
2021,Mondim de Basto,Município,T4 ou mais,,,,,3
2021,Mondim de Basto,Município,Total,,,,,18
2021,Monforte,Município,T0 ou T1,,,,,0
2021,Monforte,Município,T2,,,,,0
2021,Monforte,Município,T3,,,,,2
2021,Monforte,Município,T4 ou mais,,,,,1
2021,Monforte,Município,Total,,,,,3
2021,Montalegre,Município,T0 ou T1,,,,,6
2021,Montalegre,Município,T2,,,,,7
2021,Montalegre,Município,T3,,,,,9
2021,Montalegre,Município,T4 ou mais,,,,,2
2021,Montalegre,Município,Total,,,,,24
2021,Montemor-o-Novo,Município,T0 ou T1,,,,,0
2021,Montemor-o-Novo,Município,T2,,,,,3
2021,Montemor-o-Novo,Município,T3,,,,,14
2021,Montemor-o-Novo,Município,T4 ou mais,,,,,3
2021,Montemor-o-Novo,Município,Total,,,,,20
2021,Montemor-o-Velho,Município,T0 ou T1,,,,,1
2021,Montemor-o-Velho,Município,T2,,,,,2
2021,Montemor-o-Velho,Município,T3,,,,,14
2021,Montemor-o-Velho,Município,T4 ou mais,,,,,1
2021,Montemor-o-Velho,Município,Total,,,,,18
2021,Montijo,Município,T0 ou T1,,,,,13
2021,Montijo,Município,T2,,,,,59
2021,Montijo,Município,T3,,,,,92
2021,Montijo,Município,T4 ou mais,,,,,13
2021,Montijo,Município,Total,,,,,177
2021,Mora,Município,T0 ou T1,,,,,0
2021,Mora,Município,T2,,,,,2
2021,Mora,Município,T3,,,,,0
2021,Mora,Município,T4 ou mais,,,,,0
2021,Mora,Município,Total,,,,,2
2021,Mortágua,Município,T0 ou T1,,,,,0
2021,Mortágua,Município,T2,,,,,2
2021,Mortágua,Município,T3,,,,,17
2021,Mortágua,Município,T4 ou mais,,,,,5
2021,Mortágua,Município,Total,,,,,24
2021,Moura,Município,T0 ou T1,,,,,0
2021,Moura,Município,T2,,,,,0
2021,Moura,Município,T3,,,,,0
2021,Moura,Município,T4 ou mais,,,,,1
2021,Moura,Município,Total,,,,,1
2021,Mourão,Município,T0 ou T1,,,,,0
2021,Mourão,Município,T2,,,,,0
2021,Mourão,Município,T3,,,,,0
2021,Mourão,Município,T4 ou mais,,,,,0
2021,Mourão,Município,Total,,,,,0
2021,Murça,Município,T0 ou T1,,,,,0
2021,Murça,Município,T2,,,,,1
2021,Murça,Município,T3,,,,,4
2021,Murça,Município,T4 ou mais,,,,,2
2021,Murça,Município,Total,,,,,7
2021,Murtosa,Município,T0 ou T1,,,,,0
2021,Murtosa,Município,T2,,,,,13
2021,Murtosa,Município,T3,,,,,6
2021,Murtosa,Município,T4 ou mais,,,,,6
2021,Murtosa,Município,Total,,,,,25
2021,Nazaré,Município,T0 ou T1,,,,,22
2021,Nazaré,Município,T2,,,,,44
2021,Nazaré,Município,T3,,,,,18
2021,Nazaré,Município,T4 ou mais,,,,,2
2021,Nazaré,Município,Total,,,,,86
2021,Nelas,Município,T0 ou T1,,,,,0
2021,Nelas,Município,T2,,,,,1
2021,Nelas,Município,T3,,,,,14
2021,Nelas,Município,T4 ou mais,,,,,3
2021,Nelas,Município,Total,,,,,18
2021,Nisa,Município,T0 ou T1,,,,,0
2021,Nisa,Município,T2,,,,,0
2021,Nisa,Município,T3,,,,,1
2021,Nisa,Município,T4 ou mais,,,,,0
2021,Nisa,Município,Total,,,,,1
2021,Nordeste,Município,T0 ou T1,,,,,0
2021,Nordeste,Município,T2,,,,,3
2021,Nordeste,Município,T3,,,,,3
2021,Nordeste,Município,T4 ou mais,,,,,1
2021,Nordeste,Município,Total,,,,,7
2021,Óbidos,Município,T0 ou T1,,,,,1
2021,Óbidos,Município,T2,,,,,4
2021,Óbidos,Município,T3,,,,,25
2021,Óbidos,Município,T4 ou mais,,,,,3
2021,Óbidos,Município,Total,,,,,33
2021,Odemira,Município,T0 ou T1,,,,,0
2021,Odemira,Município,T2,,,,,12
2021,Odemira,Município,T3,,,,,14
2021,Odemira,Município,T4 ou mais,,,,,3
2021,Odemira,Município,Total,,,,,29
2021,Odivelas,Município,T0 ou T1,,,,,10
2021,Odivelas,Município,T2,,,,,95
2021,Odivelas,Município,T3,,,,,198
2021,Odivelas,Município,T4 ou mais,,,,,107
2021,Odivelas,Município,Total,,,,,410
2021,Oeiras,Município,T0 ou T1,,,,,6
2021,Oeiras,Município,T2,,,,,40
2021,Oeiras,Município,T3,,,,,66
2021,Oeiras,Município,T4 ou mais,,,,,46
2021,Oeiras,Município,Total,,,,,158
2021,Oleiros,Município,T0 ou T1,,,,,0
2021,Oleiros,Município,T2,,,,,0
2021,Oleiros,Município,T3,,,,,2
2021,Oleiros,Município,T4 ou mais,,,,,2
2021,Oleiros,Município,Total,,,,,4
2021,Olhão,Município,T0 ou T1,,,,,39
2021,Olhão,Município,T2,,,,,55
2021,Olhão,Município,T3,,,,,63
2021,Olhão,Município,T4 ou mais,,,,,13
2021,Olhão,Município,Total,,,,,170
2021,Oliveira de Azeméis,Município,T0 ou T1,,,,,2
2021,Oliveira de Azeméis,Município,T2,,,,,12
2021,Oliveira de Azeméis,Município,T3,,,,,47
2021,Oliveira de Azeméis,Município,T4 ou mais,,,,,3
2021,Oliveira de Azeméis,Município,Total,,,,,64
2021,Oliveira de Frades,Município,T0 ou T1,,,,,0
2021,Oliveira de Frades,Município,T2,,,,,2
2021,Oliveira de Frades,Município,T3,,,,,17
2021,Oliveira de Frades,Município,T4 ou mais,,,,,7
2021,Oliveira de Frades,Município,Total,,,,,26
2021,Oliveira do Bairro,Município,T0 ou T1,,,,,0
2021,Oliveira do Bairro,Município,T2,,,,,3
2021,Oliveira do Bairro,Município,T3,,,,,32
2021,Oliveira do Bairro,Município,T4 ou mais,,,,,6
2021,Oliveira do Bairro,Município,Total,,,,,41
2021,Oliveira do Hospital,Município,T0 ou T1,,,,,1
2021,Oliveira do Hospital,Município,T2,,,,,8
2021,Oliveira do Hospital,Município,T3,,,,,15
2021,Oliveira do Hospital,Município,T4 ou mais,,,,,2
2021,Oliveira do Hospital,Município,Total,,,,,26
2021,Ourém,Município,T0 ou T1,,,,,9
2021,Ourém,Município,T2,,,,,9
2021,Ourém,Município,T3,,,,,36
2021,Ourém,Município,T4 ou mais,,,,,3
2021,Ourém,Município,Total,,,,,57
2021,Ourique,Município,T0 ou T1,,,,,0
2021,Ourique,Município,T2,,,,,0
2021,Ourique,Município,T3,,,,,1
2021,Ourique,Município,T4 ou mais,,,,,0
2021,Ourique,Município,Total,,,,,1
2021,Ovar,Município,T0 ou T1,,,,,6
2021,Ovar,Município,T2,,,,,13
2021,Ovar,Município,T3,,,,,32
2021,Ovar,Município,T4 ou mais,,,,,10
2021,Ovar,Município,Total,,,,,61
2021,Paços de Ferreira,Município,T0 ou T1,,,,,1
2021,Paços de Ferreira,Município,T2,,,,,7
2021,Paços de Ferreira,Município,T3,,,,,83
2021,Paços de Ferreira,Município,T4 ou mais,,,,,21
2021,Paços de Ferreira,Município,Total,,,,,112
2021,Palmela,Município,T0 ou T1,,,,,5
2021,Palmela,Município,T2,,,,,28
2021,Palmela,Município,T3,,,,,81
2021,Palmela,Município,T4 ou mais,,,,,33
2021,Palmela,Município,Total,,,,,147
2021,Pampilhosa da Serra,Município,T0 ou T1,,,,,0
2021,Pampilhosa da Serra,Município,T2,,,,,1
2021,Pampilhosa da Serra,Município,T3,,,,,0
2021,Pampilhosa da Serra,Município,T4 ou mais,,,,,0
2021,Pampilhosa da Serra,Município,Total,,,,,1
2021,Paredes,Município,T0 ou T1,,,,,3
2021,Paredes,Município,T2,,,,,40
2021,Paredes,Município,T3,,,,,92
2021,Paredes,Município,T4 ou mais,,,,,7
2021,Paredes,Município,Total,,,,,142
2021,Paredes de Coura,Município,T0 ou T1,,,,,4
2021,Paredes de Coura,Município,T2,,,,,4
2021,Paredes de Coura,Município,T3,,,,,13
2021,Paredes de Coura,Município,T4 ou mais,,,,,2
2021,Paredes de Coura,Município,Total,,,,,23
2021,Pedrógão Grande,Município,T0 ou T1,,,,,0
2021,Pedrógão Grande,Município,T2,,,,,1
2021,Pedrógão Grande,Município,T3,,,,,0
2021,Pedrógão Grande,Município,T4 ou mais,,,,,0
2021,Pedrógão Grande,Município,Total,,,,,1
2021,Penacova,Município,T0 ou T1,,,,,1
2021,Penacova,Município,T2,,,,,3
2021,Penacova,Município,T3,,,,,9
2021,Penacova,Município,T4 ou mais,,,,,4
2021,Penacova,Município,Total,,,,,17
2021,Penafiel,Município,T0 ou T1,,,,,1
2021,Penafiel,Município,T2,,,,,28
2021,Penafiel,Município,T3,,,,,149
2021,Penafiel,Município,T4 ou mais,,,,,10
2021,Penafiel,Município,Total,,,,,188
2021,Penalva do Castelo,Município,T0 ou T1,,,,,0
2021,Penalva do Castelo,Município,T2,,,,,0
2021,Penalva do Castelo,Município,T3,,,,,10
2021,Penalva do Castelo,Município,T4 ou mais,,,,,4
2021,Penalva do Castelo,Município,Total,,,,,14
2021,Penamacor,Município,T0 ou T1,,,,,0
2021,Penamacor,Município,T2,,,,,0
2021,Penamacor,Município,T3,,,,,2
2021,Penamacor,Município,T4 ou mais,,,,,1
2021,Penamacor,Município,Total,,,,,3
2021,Penedono,Município,T0 ou T1,,,,,0
2021,Penedono,Município,T2,,,,,1
2021,Penedono,Município,T3,,,,,3
2021,Penedono,Município,T4 ou mais,,,,,1
2021,Penedono,Município,Total,,,,,5
2021,Penela,Município,T0 ou T1,,,,,0
2021,Penela,Município,T2,,,,,0
2021,Penela,Município,T3,,,,,4
2021,Penela,Município,T4 ou mais,,,,,0
2021,Penela,Município,Total,,,,,4
2021,Peniche,Município,T0 ou T1,,,,,10
2021,Peniche,Município,T2,,,,,14
2021,Peniche,Município,T3,,,,,15
2021,Peniche,Município,T4 ou mais,,,,,9
2021,Peniche,Município,Total,,,,,48
2021,Peso da Régua,Município,T0 ou T1,,,,,0
2021,Peso da Régua,Município,T2,,,,,1
2021,Peso da Régua,Município,T3,,,,,5
2021,Peso da Régua,Município,T4 ou mais,,,,,0
2021,Peso da Régua,Município,Total,,,,,6
2021,Pinhel,Município,T0 ou T1,,,,,0
2021,Pinhel,Município,T2,,,,,2
2021,Pinhel,Município,T3,,,,,4
2021,Pinhel,Município,T4 ou mais,,,,,4
2021,Pinhel,Município,Total,,,,,10
2021,Pombal,Município,T0 ou T1,,,,,2
2021,Pombal,Município,T2,,,,,22
2021,Pombal,Município,T3,,,,,52
2021,Pombal,Município,T4 ou mais,,,,,10
2021,Pombal,Município,Total,,,,,86
2021,Ponta Delgada,Município,T0 ou T1,,,,,7
2021,Ponta Delgada,Município,T2,,,,,86
2021,Ponta Delgada,Município,T3,,,,,62
2021,Ponta Delgada,Município,T4 ou mais,,,,,47
2021,Ponta Delgada,Município,Total,,,,,202
2021,Ponta do Sol,Município,T0 ou T1,,,,,1
2021,Ponta do Sol,Município,T2,,,,,5
2021,Ponta do Sol,Município,T3,,,,,6
2021,Ponta do Sol,Município,T4 ou mais,,,,,2
2021,Ponta do Sol,Município,Total,,,,,14
2021,Ponte da Barca,Município,T0 ou T1,,,,,0
2021,Ponte da Barca,Município,T2,,,,,2
2021,Ponte da Barca,Município,T3,,,,,38
2021,Ponte da Barca,Município,T4 ou mais,,,,,3
2021,Ponte da Barca,Município,Total,,,,,43
2021,Ponte de Lima,Município,T0 ou T1,,,,,31
2021,Ponte de Lima,Município,T2,,,,,43
2021,Ponte de Lima,Município,T3,,,,,102
2021,Ponte de Lima,Município,T4 ou mais,,,,,7
2021,Ponte de Lima,Município,Total,,,,,183
2021,Ponte de Sor,Município,T0 ou T1,,,,,2
2021,Ponte de Sor,Município,T2,,,,,8
2021,Ponte de Sor,Município,T3,,,,,16
2021,Ponte de Sor,Município,T4 ou mais,,,,,3
2021,Ponte de Sor,Município,Total,,,,,29
2021,Portalegre,Município,T0 ou T1,,,,,0
2021,Portalegre,Município,T2,,,,,2
2021,Portalegre,Município,T3,,,,,8
2021,Portalegre,Município,T4 ou mais,,,,,0
2021,Portalegre,Município,Total,,,,,10
2021,Portel,Município,T0 ou T1,,,,,1
2021,Portel,Município,T2,,,,,1
2021,Portel,Município,T3,,,,,0
2021,Portel,Município,T4 ou mais,,,,,1
2021,Portel,Município,Total,,,,,3
2021,Portimão,Município,T0 ou T1,,,,,34
2021,Portimão,Município,T2,,,,,17
2021,Portimão,Município,T3,,,,,20
2021,Portimão,Município,T4 ou mais,,,,,0
2021,Portimão,Município,Total,,,,,71
2021,Porto,Município,T0 ou T1,,,,,629
2021,Porto,Município,T2,,,,,299
2021,Porto,Município,T3,,,,,210
2021,Porto,Município,T4 ou mais,,,,,83
2021,Porto,Município,Total,,,,,1221
2021,Porto de Mós,Município,T0 ou T1,,,,,2
2021,Porto de Mós,Município,T2,,,,,3
2021,Porto de Mós,Município,T3,,,,,19
2021,Porto de Mós,Município,T4 ou mais,,,,,4
2021,Porto de Mós,Município,Total,,,,,28
2021,Porto Moniz,Município,T0 ou T1,,,,,0
2021,Porto Moniz,Município,T2,,,,,0
2021,Porto Moniz,Município,T3,,,,,0
2021,Porto Moniz,Município,T4 ou mais,,,,,0
2021,Porto Moniz,Município,Total,,,,,0
2021,Porto Santo,Município,T0 ou T1,,,,,1
2021,Porto Santo,Município,T2,,,,,2
2021,Porto Santo,Município,T3,,,,,3
2021,Porto Santo,Município,T4 ou mais,,,,,0
2021,Porto Santo,Município,Total,,,,,6
2021,Póvoa de Lanhoso,Município,T0 ou T1,,,,,0
2021,Póvoa de Lanhoso,Município,T2,,,,,0
2021,Póvoa de Lanhoso,Município,T3,,,,,14
2021,Póvoa de Lanhoso,Município,T4 ou mais,,,,,1
2021,Póvoa de Lanhoso,Município,Total,,,,,15
2021,Póvoa de Varzim,Município,T0 ou T1,,,,,4
2021,Póvoa de Varzim,Município,T2,,,,,16
2021,Póvoa de Varzim,Município,T3,,,,,60
2021,Póvoa de Varzim,Município,T4 ou mais,,,,,27
2021,Póvoa de Varzim,Município,Total,,,,,107
2021,Povoação,Município,T0 ou T1,,,,,0
2021,Povoação,Município,T2,,,,,3
2021,Povoação,Município,T3,,,,,8
2021,Povoação,Município,T4 ou mais,,,,,0
2021,Povoação,Município,Total,,,,,11
2021,Proença-a-Nova,Município,T0 ou T1,,,,,0
2021,Proença-a-Nova,Município,T2,,,,,0
2021,Proença-a-Nova,Município,T3,,,,,2
2021,Proença-a-Nova,Município,T4 ou mais,,,,,5
2021,Proença-a-Nova,Município,Total,,,,,7
2021,Redondo,Município,T0 ou T1,,,,,1
2021,Redondo,Município,T2,,,,,1
2021,Redondo,Município,T3,,,,,2
2021,Redondo,Município,T4 ou mais,,,,,1
2021,Redondo,Município,Total,,,,,5
2021,Reguengos de Monsaraz,Município,T0 ou T1,,,,,0
2021,Reguengos de Monsaraz,Município,T2,,,,,2
2021,Reguengos de Monsaraz,Município,T3,,,,,11
2021,Reguengos de Monsaraz,Município,T4 ou mais,,,,,1
2021,Reguengos de Monsaraz,Município,Total,,,,,14
2021,Resende,Município,T0 ou T1,,,,,0
2021,Resende,Município,T2,,,,,0
2021,Resende,Município,T3,,,,,1
2021,Resende,Município,T4 ou mais,,,,,3
2021,Resende,Município,Total,,,,,4
2021,Ribeira Brava,Município,T0 ou T1,,,,,1
2021,Ribeira Brava,Município,T2,,,,,3
2021,Ribeira Brava,Município,T3,,,,,4
2021,Ribeira Brava,Município,T4 ou mais,,,,,0
2021,Ribeira Brava,Município,Total,,,,,8
2021,Ribeira de Pena,Município,T0 ou T1,,,,,0
