01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2014,Oliveira do Bairro,Município,T3,,,,,12
2014,Oliveira do Bairro,Município,T4 ou mais,,,,,5
2014,Oliveira do Bairro,Município,Total,,,,,17
2014,Oliveira do Hospital,Município,T0 ou T1,,,,,0
2014,Oliveira do Hospital,Município,T2,,,,,1
2014,Oliveira do Hospital,Município,T3,,,,,7
2014,Oliveira do Hospital,Município,T4 ou mais,,,,,7
2014,Oliveira do Hospital,Município,Total,,,,,15
2014,Ourém,Município,T0 ou T1,,,,,1
2014,Ourém,Município,T2,,,,,7
2014,Ourém,Município,T3,,,,,26
2014,Ourém,Município,T4 ou mais,,,,,8
2014,Ourém,Município,Total,,,,,42
2014,Ourique,Município,T0 ou T1,,,,,0
2014,Ourique,Município,T2,,,,,2
2014,Ourique,Município,T3,,,,,1
2014,Ourique,Município,T4 ou mais,,,,,1
2014,Ourique,Município,Total,,,,,4
2014,Ovar,Município,T0 ou T1,,,,,1
2014,Ovar,Município,T2,,,,,3
2014,Ovar,Município,T3,,,,,42
2014,Ovar,Município,T4 ou mais,,,,,8
2014,Ovar,Município,Total,,,,,54
2014,Paços de Ferreira,Município,T0 ou T1,,,,,1
2014,Paços de Ferreira,Município,T2,,,,,12
2014,Paços de Ferreira,Município,T3,,,,,24
2014,Paços de Ferreira,Município,T4 ou mais,,,,,5
2014,Paços de Ferreira,Município,Total,,,,,42
2014,Palmela,Município,T0 ou T1,,,,,2
2014,Palmela,Município,T2,,,,,15
2014,Palmela,Município,T3,,,,,23
2014,Palmela,Município,T4 ou mais,,,,,10
2014,Palmela,Município,Total,,,,,50
2014,Pampilhosa da Serra,Município,T0 ou T1,,,,,0
2014,Pampilhosa da Serra,Município,T2,,,,,0
2014,Pampilhosa da Serra,Município,T3,,,,,1
2014,Pampilhosa da Serra,Município,T4 ou mais,,,,,1
2014,Pampilhosa da Serra,Município,Total,,,,,2
2014,Paredes,Município,T0 ou T1,,,,,3
2014,Paredes,Município,T2,,,,,10
2014,Paredes,Município,T3,,,,,46
2014,Paredes,Município,T4 ou mais,,,,,13
2014,Paredes,Município,Total,,,,,72
2014,Paredes de Coura,Município,T0 ou T1,,,,,0
2014,Paredes de Coura,Município,T2,,,,,3
2014,Paredes de Coura,Município,T3,,,,,7
2014,Paredes de Coura,Município,T4 ou mais,,,,,1
2014,Paredes de Coura,Município,Total,,,,,11
2014,Pedrógão Grande,Município,T0 ou T1,,,,,0
2014,Pedrógão Grande,Município,T2,,,,,0
2014,Pedrógão Grande,Município,T3,,,,,1
2014,Pedrógão Grande,Município,T4 ou mais,,,,,2
2014,Pedrógão Grande,Município,Total,,,,,3
2014,Penacova,Município,T0 ou T1,,,,,0
2014,Penacova,Município,T2,,,,,2
2014,Penacova,Município,T3,,,,,5
2014,Penacova,Município,T4 ou mais,,,,,4
2014,Penacova,Município,Total,,,,,11
2014,Penafiel,Município,T0 ou T1,,,,,7
2014,Penafiel,Município,T2,,,,,12
2014,Penafiel,Município,T3,,,,,93
2014,Penafiel,Município,T4 ou mais,,,,,18
2014,Penafiel,Município,Total,,,,,130
2014,Penalva do Castelo,Município,T0 ou T1,,,,,1
2014,Penalva do Castelo,Município,T2,,,,,1
2014,Penalva do Castelo,Município,T3,,,,,5
2014,Penalva do Castelo,Município,T4 ou mais,,,,,4
2014,Penalva do Castelo,Município,Total,,,,,11
2014,Penamacor,Município,T0 ou T1,,,,,0
2014,Penamacor,Município,T2,,,,,1
2014,Penamacor,Município,T3,,,,,0
2014,Penamacor,Município,T4 ou mais,,,,,2
2014,Penamacor,Município,Total,,,,,3
2014,Penedono,Município,T0 ou T1,,,,,1
2014,Penedono,Município,T2,,,,,2
2014,Penedono,Município,T3,,,,,2
2014,Penedono,Município,T4 ou mais,,,,,1
2014,Penedono,Município,Total,,,,,6
2014,Penela,Município,T0 ou T1,,,,,1
2014,Penela,Município,T2,,,,,1
2014,Penela,Município,T3,,,,,3
2014,Penela,Município,T4 ou mais,,,,,1
2014,Penela,Município,Total,,,,,6
2014,Peniche,Município,T0 ou T1,,,,,7
2014,Peniche,Município,T2,,,,,24
2014,Peniche,Município,T3,,,,,12
2014,Peniche,Município,T4 ou mais,,,,,6
2014,Peniche,Município,Total,,,,,49
2014,Peso da Régua,Município,T0 ou T1,,,,,0
2014,Peso da Régua,Município,T2,,,,,5
2014,Peso da Régua,Município,T3,,,,,11
2014,Peso da Régua,Município,T4 ou mais,,,,,4
2014,Peso da Régua,Município,Total,,,,,20
2014,Pinhel,Município,T0 ou T1,,,,,0
2014,Pinhel,Município,T2,,,,,2
2014,Pinhel,Município,T3,,,,,8
2014,Pinhel,Município,T4 ou mais,,,,,2
2014,Pinhel,Município,Total,,,,,12
2014,Pombal,Município,T0 ou T1,,,,,4
2014,Pombal,Município,T2,,,,,12
2014,Pombal,Município,T3,,,,,50
2014,Pombal,Município,T4 ou mais,,,,,16
2014,Pombal,Município,Total,,,,,82
2014,Ponta Delgada,Município,T0 ou T1,,,,,5
2014,Ponta Delgada,Município,T2,,,,,4
2014,Ponta Delgada,Município,T3,,,,,30
2014,Ponta Delgada,Município,T4 ou mais,,,,,10
2014,Ponta Delgada,Município,Total,,,,,49
2014,Ponta do Sol,Município,T0 ou T1,,,,,1
2014,Ponta do Sol,Município,T2,,,,,9
2014,Ponta do Sol,Município,T3,,,,,8
2014,Ponta do Sol,Município,T4 ou mais,,,,,0
2014,Ponta do Sol,Município,Total,,,,,18
2014,Ponte da Barca,Município,T0 ou T1,,,,,1
2014,Ponte da Barca,Município,T2,,,,,2
2014,Ponte da Barca,Município,T3,,,,,10
2014,Ponte da Barca,Município,T4 ou mais,,,,,6
2014,Ponte da Barca,Município,Total,,,,,19
2014,Ponte de Lima,Município,T0 ou T1,,,,,0
2014,Ponte de Lima,Município,T2,,,,,8
2014,Ponte de Lima,Município,T3,,,,,51
2014,Ponte de Lima,Município,T4 ou mais,,,,,16
2014,Ponte de Lima,Município,Total,,,,,75
2014,Ponte de Sor,Município,T0 ou T1,,,,,0
2014,Ponte de Sor,Município,T2,,,,,0
2014,Ponte de Sor,Município,T3,,,,,3
2014,Ponte de Sor,Município,T4 ou mais,,,,,4
2014,Ponte de Sor,Município,Total,,,,,7
2014,Portalegre,Município,T0 ou T1,,,,,0
2014,Portalegre,Município,T2,,,,,0
2014,Portalegre,Município,T3,,,,,0
2014,Portalegre,Município,T4 ou mais,,,,,3
2014,Portalegre,Município,Total,,,,,3
2014,Portel,Município,T0 ou T1,,,,,0
2014,Portel,Município,T2,,,,,0
2014,Portel,Município,T3,,,,,4
2014,Portel,Município,T4 ou mais,,,,,0
2014,Portel,Município,Total,,,,,4
2014,Portimão,Município,T0 ou T1,,,,,25
2014,Portimão,Município,T2,,,,,77
2014,Portimão,Município,T3,,,,,28
2014,Portimão,Município,T4 ou mais,,,,,5
2014,Portimão,Município,Total,,,,,135
2014,Porto,Município,T0 ou T1,,,,,29
2014,Porto,Município,T2,,,,,46
2014,Porto,Município,T3,,,,,52
2014,Porto,Município,T4 ou mais,,,,,96
2014,Porto,Município,Total,,,,,223
2014,Porto de Mós,Município,T0 ou T1,,,,,0
2014,Porto de Mós,Município,T2,,,,,2
2014,Porto de Mós,Município,T3,,,,,8
2014,Porto de Mós,Município,T4 ou mais,,,,,4
2014,Porto de Mós,Município,Total,,,,,14
2014,Porto Moniz,Município,T0 ou T1,,,,,0
2014,Porto Moniz,Município,T2,,,,,0
2014,Porto Moniz,Município,T3,,,,,0
2014,Porto Moniz,Município,T4 ou mais,,,,,0
2014,Porto Moniz,Município,Total,,,,,0
2014,Porto Santo,Município,T0 ou T1,,,,,0
2014,Porto Santo,Município,T2,,,,,0
2014,Porto Santo,Município,T3,,,,,3
2014,Porto Santo,Município,T4 ou mais,,,,,1
2014,Porto Santo,Município,Total,,,,,4
2014,Póvoa de Lanhoso,Município,T0 ou T1,,,,,1
2014,Póvoa de Lanhoso,Município,T2,,,,,0
2014,Póvoa de Lanhoso,Município,T3,,,,,15
2014,Póvoa de Lanhoso,Município,T4 ou mais,,,,,11
2014,Póvoa de Lanhoso,Município,Total,,,,,27
2014,Póvoa de Varzim,Município,T0 ou T1,,,,,3
2014,Póvoa de Varzim,Município,T2,,,,,5
2014,Póvoa de Varzim,Município,T3,,,,,38
2014,Póvoa de Varzim,Município,T4 ou mais,,,,,16
2014,Póvoa de Varzim,Município,Total,,,,,62
2014,Povoação,Município,T0 ou T1,,,,,0
2014,Povoação,Município,T2,,,,,1
2014,Povoação,Município,T3,,,,,2
2014,Povoação,Município,T4 ou mais,,,,,2
2014,Povoação,Município,Total,,,,,5
2014,Proença-a-Nova,Município,T0 ou T1,,,,,1
2014,Proença-a-Nova,Município,T2,,,,,1
2014,Proença-a-Nova,Município,T3,,,,,1
2014,Proença-a-Nova,Município,T4 ou mais,,,,,1
2014,Proença-a-Nova,Município,Total,,,,,4
2014,Redondo,Município,T0 ou T1,,,,,1
2014,Redondo,Município,T2,,,,,4
2014,Redondo,Município,T3,,,,,3
2014,Redondo,Município,T4 ou mais,,,,,2
2014,Redondo,Município,Total,,,,,10
2014,Reguengos de Monsaraz,Município,T0 ou T1,,,,,0
2014,Reguengos de Monsaraz,Município,T2,,,,,1
2014,Reguengos de Monsaraz,Município,T3,,,,,2
2014,Reguengos de Monsaraz,Município,T4 ou mais,,,,,2
2014,Reguengos de Monsaraz,Município,Total,,,,,5
2014,Resende,Município,T0 ou T1,,,,,2
2014,Resende,Município,T2,,,,,3
2014,Resende,Município,T3,,,,,5
2014,Resende,Município,T4 ou mais,,,,,6
2014,Resende,Município,Total,,,,,16
2014,Ribeira Brava,Município,T0 ou T1,,,,,0
2014,Ribeira Brava,Município,T2,,,,,3
2014,Ribeira Brava,Município,T3,,,,,2
2014,Ribeira Brava,Município,T4 ou mais,,,,,0
2014,Ribeira Brava,Município,Total,,,,,5
2014,Ribeira de Pena,Município,T0 ou T1,,,,,1
2014,Ribeira de Pena,Município,T2,,,,,1
2014,Ribeira de Pena,Município,T3,,,,,3
2014,Ribeira de Pena,Município,T4 ou mais,,,,,3
2014,Ribeira de Pena,Município,Total,,,,,8
2014,Ribeira Grande,Município,T0 ou T1,,,,,0
2014,Ribeira Grande,Município,T2,,,,,5
2014,Ribeira Grande,Município,T3,,,,,8
2014,Ribeira Grande,Município,T4 ou mais,,,,,9
2014,Ribeira Grande,Município,Total,,,,,22
2014,Rio Maior,Município,T0 ou T1,,,,,0
2014,Rio Maior,Município,T2,,,,,5
2014,Rio Maior,Município,T3,,,,,14
2014,Rio Maior,Município,T4 ou mais,,,,,3
2014,Rio Maior,Município,Total,,,,,22
2014,Sabrosa,Município,T0 ou T1,,,,,0
2014,Sabrosa,Município,T2,,,,,0
2014,Sabrosa,Município,T3,,,,,3
2014,Sabrosa,Município,T4 ou mais,,,,,1
2014,Sabrosa,Município,Total,,,,,4
2014,Sabugal,Município,T0 ou T1,,,,,0
2014,Sabugal,Município,T2,,,,,0
2014,Sabugal,Município,T3,,,,,5
2014,Sabugal,Município,T4 ou mais,,,,,2
2014,Sabugal,Município,Total,,,,,7
2014,Salvaterra de Magos,Município,T0 ou T1,,,,,0
2014,Salvaterra de Magos,Município,T2,,,,,4
2014,Salvaterra de Magos,Município,T3,,,,,13
2014,Salvaterra de Magos,Município,T4 ou mais,,,,,3
2014,Salvaterra de Magos,Município,Total,,,,,20
2014,Santa Comba Dão,Município,T0 ou T1,,,,,0
2014,Santa Comba Dão,Município,T2,,,,,2
2014,Santa Comba Dão,Município,T3,,,,,1
2014,Santa Comba Dão,Município,T4 ou mais,,,,,3
2014,Santa Comba Dão,Município,Total,,,,,6
2014,Santa Cruz,Município,T0 ou T1,,,,,1
2014,Santa Cruz,Município,T2,,,,,3
2014,Santa Cruz,Município,T3,,,,,24
2014,Santa Cruz,Município,T4 ou mais,,,,,7
2014,Santa Cruz,Município,Total,,,,,35
2014,Santa Cruz da Graciosa,Município,T0 ou T1,,,,,0
2014,Santa Cruz da Graciosa,Município,T2,,,,,2
2014,Santa Cruz da Graciosa,Município,T3,,,,,2
2014,Santa Cruz da Graciosa,Município,T4 ou mais,,,,,0
2014,Santa Cruz da Graciosa,Município,Total,,,,,4
2014,Santa Cruz das Flores,Município,T0 ou T1,,,,,0
2014,Santa Cruz das Flores,Município,T2,,,,,0
2014,Santa Cruz das Flores,Município,T3,,,,,0
2014,Santa Cruz das Flores,Município,T4 ou mais,,,,,0
2014,Santa Cruz das Flores,Município,Total,,,,,0
2014,Santa Maria da Feira,Município,T0 ou T1,,,,,10
2014,Santa Maria da Feira,Município,T2,,,,,21
2014,Santa Maria da Feira,Município,T3,,,,,63
2014,Santa Maria da Feira,Município,T4 ou mais,,,,,35
2014,Santa Maria da Feira,Município,Total,,,,,129
2014,Santa Marta de Penaguião,Município,T0 ou T1,,,,,1
2014,Santa Marta de Penaguião,Município,T2,,,,,2
2014,Santa Marta de Penaguião,Município,T3,,,,,3
2014,Santa Marta de Penaguião,Município,T4 ou mais,,,,,1
2014,Santa Marta de Penaguião,Município,Total,,,,,7
2014,Santana,Município,T0 ou T1,,,,,0
2014,Santana,Município,T2,,,,,3
2014,Santana,Município,T3,,,,,2
2014,Santana,Município,T4 ou mais,,,,,0
2014,Santana,Município,Total,,,,,5
2014,Santarém,Município,T0 ou T1,,,,,0
2014,Santarém,Município,T2,,,,,6
2014,Santarém,Município,T3,,,,,8
2014,Santarém,Município,T4 ou mais,,,,,8
2014,Santarém,Município,Total,,,,,22
2014,Santiago do Cacém,Município,T0 ou T1,,,,,2
2014,Santiago do Cacém,Município,T2,,,,,8
2014,Santiago do Cacém,Município,T3,,,,,6
2014,Santiago do Cacém,Município,T4 ou mais,,,,,3
2014,Santiago do Cacém,Município,Total,,,,,19
2014,Santo Tirso,Município,T0 ou T1,,,,,2
2014,Santo Tirso,Município,T2,,,,,5
2014,Santo Tirso,Município,T3,,,,,32
2014,Santo Tirso,Município,T4 ou mais,,,,,7
2014,Santo Tirso,Município,Total,,,,,46
2014,São Brás de Alportel,Município,T0 ou T1,,,,,0
2014,São Brás de Alportel,Município,T2,,,,,7
2014,São Brás de Alportel,Município,T3,,,,,5
2014,São Brás de Alportel,Município,T4 ou mais,,,,,2
2014,São Brás de Alportel,Município,Total,,,,,14
2014,São João da Madeira,Município,T0 ou T1,,,,,0
2014,São João da Madeira,Município,T2,,,,,3
2014,São João da Madeira,Município,T3,,,,,29
2014,São João da Madeira,Município,T4 ou mais,,,,,1
2014,São João da Madeira,Município,Total,,,,,33
2014,São João da Pesqueira,Município,T0 ou T1,,,,,0
2014,São João da Pesqueira,Município,T2,,,,,2
2014,São João da Pesqueira,Município,T3,,,,,4
2014,São João da Pesqueira,Município,T4 ou mais,,,,,1
2014,São João da Pesqueira,Município,Total,,,,,7
2014,São Pedro do Sul,Município,T0 ou T1,,,,,0
2014,São Pedro do Sul,Município,T2,,,,,4
2014,São Pedro do Sul,Município,T3,,,,,9
2014,São Pedro do Sul,Município,T4 ou mais,,,,,5
2014,São Pedro do Sul,Município,Total,,,,,18
2014,São Roque do Pico,Município,T0 ou T1,,,,,1
2014,São Roque do Pico,Município,T2,,,,,1
2014,São Roque do Pico,Município,T3,,,,,0
2014,São Roque do Pico,Município,T4 ou mais,,,,,0
2014,São Roque do Pico,Município,Total,,,,,2
2014,São Vicente,Município,T0 ou T1,,,,,2
2014,São Vicente,Município,T2,,,,,1
2014,São Vicente,Município,T3,,,,,4
2014,São Vicente,Município,T4 ou mais,,,,,2
2014,São Vicente,Município,Total,,,,,9
2014,Sardoal,Município,T0 ou T1,,,,,0
2014,Sardoal,Município,T2,,,,,0
2014,Sardoal,Município,T3,,,,,1
2014,Sardoal,Município,T4 ou mais,,,,,0
2014,Sardoal,Município,Total,,,,,1
2014,Sátão,Município,T0 ou T1,,,,,1
2014,Sátão,Município,T2,,,,,2
2014,Sátão,Município,T3,,,,,10
2014,Sátão,Município,T4 ou mais,,,,,14
2014,Sátão,Município,Total,,,,,27
2014,Seia,Município,T0 ou T1,,,,,0
2014,Seia,Município,T2,,,,,3
2014,Seia,Município,T3,,,,,8
2014,Seia,Município,T4 ou mais,,,,,6
2014,Seia,Município,Total,,,,,17
2014,Seixal,Município,T0 ou T1,,,,,1
2014,Seixal,Município,T2,,,,,10
2014,Seixal,Município,T3,,,,,35
2014,Seixal,Município,T4 ou mais,,,,,30
2014,Seixal,Município,Total,,,,,76
2014,Sernancelhe,Município,T0 ou T1,,,,,0
2014,Sernancelhe,Município,T2,,,,,1
2014,Sernancelhe,Município,T3,,,,,3
2014,Sernancelhe,Município,T4 ou mais,,,,,5
2014,Sernancelhe,Município,Total,,,,,9
2014,Serpa,Município,T0 ou T1,,,,,0
2014,Serpa,Município,T2,,,,,0
2014,Serpa,Município,T3,,,,,1
2014,Serpa,Município,T4 ou mais,,,,,0
2014,Serpa,Município,Total,,,,,1
2014,Sertã,Município,T0 ou T1,,,,,0
2014,Sertã,Município,T2,,,,,3
2014,Sertã,Município,T3,,,,,11
2014,Sertã,Município,T4 ou mais,,,,,2
2014,Sertã,Município,Total,,,,,16
2014,Sesimbra,Município,T0 ou T1,,,,,0
2014,Sesimbra,Município,T2,,,,,6
2014,Sesimbra,Município,T3,,,,,15
2014,Sesimbra,Município,T4 ou mais,,,,,5
2014,Sesimbra,Município,Total,,,,,26
2014,Setúbal,Município,T0 ou T1,,,,,2
2014,Setúbal,Município,T2,,,,,2
2014,Setúbal,Município,T3,,,,,14
2014,Setúbal,Município,T4 ou mais,,,,,23
2014,Setúbal,Município,Total,,,,,41
2014,Sever do Vouga,Município,T0 ou T1,,,,,1
2014,Sever do Vouga,Município,T2,,,,,1
2014,Sever do Vouga,Município,T3,,,,,4
2014,Sever do Vouga,Município,T4 ou mais,,,,,1
2014,Sever do Vouga,Município,Total,,,,,7
2014,Silves,Município,T0 ou T1,,,,,3
2014,Silves,Município,T2,,,,,6
2014,Silves,Município,T3,,,,,3
2014,Silves,Município,T4 ou mais,,,,,3
2014,Silves,Município,Total,,,,,15
2014,Sines,Município,T0 ou T1,,,,,7
2014,Sines,Município,T2,,,,,12
2014,Sines,Município,T3,,,,,32
2014,Sines,Município,T4 ou mais,,,,,8
2014,Sines,Município,Total,,,,,59
2014,Sintra,Município,T0 ou T1,,,,,3
2014,Sintra,Município,T2,,,,,33
2014,Sintra,Município,T3,,,,,27
2014,Sintra,Município,T4 ou mais,,,,,23
2014,Sintra,Município,Total,,,,,86
2014,Sobral de Monte Agraço,Município,T0 ou T1,,,,,0
2014,Sobral de Monte Agraço,Município,T2,,,,,1
2014,Sobral de Monte Agraço,Município,T3,,,,,13
2014,Sobral de Monte Agraço,Município,T4 ou mais,,,,,2
2014,Sobral de Monte Agraço,Município,Total,,,,,16
2014,Soure,Município,T0 ou T1,,,,,0
2014,Soure,Município,T2,,,,,0
2014,Soure,Município,T3,,,,,3
2014,Soure,Município,T4 ou mais,,,,,3
2014,Soure,Município,Total,,,,,6
2014,Sousel,Município,T0 ou T1,,,,,2
2014,Sousel,Município,T2,,,,,3
2014,Sousel,Município,T3,,,,,2
2014,Sousel,Município,T4 ou mais,,,,,4
2014,Sousel,Município,Total,,,,,11
2014,Tábua,Município,T0 ou T1,,,,,0
2014,Tábua,Município,T2,,,,,0
2014,Tábua,Município,T3,,,,,0
2014,Tábua,Município,T4 ou mais,,,,,0
2014,Tábua,Município,Total,,,,,0
2014,Tabuaço,Município,T0 ou T1,,,,,0
2014,Tabuaço,Município,T2,,,,,0
2014,Tabuaço,Município,T3,,,,,2
2014,Tabuaço,Município,T4 ou mais,,,,,2
2014,Tabuaço,Município,Total,,,,,4
2014,Tarouca,Município,T0 ou T1,,,,,0
2014,Tarouca,Município,T2,,,,,1
2014,Tarouca,Município,T3,,,,,4
2014,Tarouca,Município,T4 ou mais,,,,,5
2014,Tarouca,Município,Total,,,,,10
2014,Tavira,Município,T0 ou T1,,,,,5
2014,Tavira,Município,T2,,,,,8
2014,Tavira,Município,T3,,,,,11
2014,Tavira,Município,T4 ou mais,,,,,2
2014,Tavira,Município,Total,,,,,26
2014,Terras de Bouro,Município,T0 ou T1,,,,,0
2014,Terras de Bouro,Município,T2,,,,,2
2014,Terras de Bouro,Município,T3,,,,,11
2014,Terras de Bouro,Município,T4 ou mais,,,,,3
2014,Terras de Bouro,Município,Total,,,,,16
2014,Tomar,Município,T0 ou T1,,,,,3
2014,Tomar,Município,T2,,,,,7
2014,Tomar,Município,T3,,,,,8
2014,Tomar,Município,T4 ou mais,,,,,6
2014,Tomar,Município,Total,,,,,24
2014,Tondela,Município,T0 ou T1,,,,,2
2014,Tondela,Município,T2,,,,,8
2014,Tondela,Município,T3,,,,,6
2014,Tondela,Município,T4 ou mais,,,,,4
2014,Tondela,Município,Total,,,,,20
2014,Torre de Moncorvo,Município,T0 ou T1,,,,,0
2014,Torre de Moncorvo,Município,T2,,,,,0
2014,Torre de Moncorvo,Município,T3,,,,,0
2014,Torre de Moncorvo,Município,T4 ou mais,,,,,1
2014,Torre de Moncorvo,Município,Total,,,,,1
2014,Torres Novas,Município,T0 ou T1,,,,,1
2014,Torres Novas,Município,T2,,,,,5
2014,Torres Novas,Município,T3,,,,,13
2014,Torres Novas,Município,T4 ou mais,,,,,9
2014,Torres Novas,Município,Total,,,,,28
2014,Torres Vedras,Município,T0 ou T1,,,,,9
2014,Torres Vedras,Município,T2,,,,,33
2014,Torres Vedras,Município,T3,,,,,23
2014,Torres Vedras,Município,T4 ou mais,,,,,15
2014,Torres Vedras,Município,Total,,,,,80
2014,Trancoso,Município,T0 ou T1,,,,,0
2014,Trancoso,Município,T2,,,,,0
2014,Trancoso,Município,T3,,,,,4
2014,Trancoso,Município,T4 ou mais,,,,,2
2014,Trancoso,Município,Total,,,,,6
2014,Trofa,Município,T0 ou T1,,,,,0
2014,Trofa,Município,T2,,,,,1
2014,Trofa,Município,T3,,,,,24
2014,Trofa,Município,T4 ou mais,,,,,21
2014,Trofa,Município,Total,,,,,46
2014,Vagos,Município,T0 ou T1,,,,,3
2014,Vagos,Município,T2,,,,,7
2014,Vagos,Município,T3,,,,,21
2014,Vagos,Município,T4 ou mais,,,,,9
2014,Vagos,Município,Total,,,,,40
2014,Vale de Cambra,Município,T0 ou T1,,,,,0
2014,Vale de Cambra,Município,T2,,,,,1
2014,Vale de Cambra,Município,T3,,,,,9
2014,Vale de Cambra,Município,T4 ou mais,,,,,4
2014,Vale de Cambra,Município,Total,,,,,14
2014,Valença,Município,T0 ou T1,,,,,0
2014,Valença,Município,T2,,,,,6
2014,Valença,Município,T3,,,,,6
2014,Valença,Município,T4 ou mais,,,,,2
2014,Valença,Município,Total,,,,,14
2014,Valongo,Município,T0 ou T1,,,,,5
2014,Valongo,Município,T2,,,,,10
2014,Valongo,Município,T3,,,,,29
2014,Valongo,Município,T4 ou mais,,,,,10
2014,Valongo,Município,Total,,,,,54
2014,Valpaços,Município,T0 ou T1,,,,,4
2014,Valpaços,Município,T2,,,,,2
2014,Valpaços,Município,T3,,,,,7
2014,Valpaços,Município,T4 ou mais,,,,,12
2014,Valpaços,Município,Total,,,,,25
2014,Velas,Município,T0 ou T1,,,,,0
2014,Velas,Município,T2,,,,,5
2014,Velas,Município,T3,,,,,3
2014,Velas,Município,T4 ou mais,,,,,2
2014,Velas,Município,Total,,,,,10
2014,Vendas Novas,Município,T0 ou T1,,,,,0
2014,Vendas Novas,Município,T2,,,,,0
2014,Vendas Novas,Município,T3,,,,,1
2014,Vendas Novas,Município,T4 ou mais,,,,,2
2014,Vendas Novas,Município,Total,,,,,3
2014,Viana do Alentejo,Município,T0 ou T1,,,,,0
2014,Viana do Alentejo,Município,T2,,,,,0
2014,Viana do Alentejo,Município,T3,,,,,1
2014,Viana do Alentejo,Município,T4 ou mais,,,,,1
2014,Viana do Alentejo,Município,Total,,,,,2
2014,Viana do Castelo,Município,T0 ou T1,,,,,2
2014,Viana do Castelo,Município,T2,,,,,6
2014,Viana do Castelo,Município,T3,,,,,61
2014,Viana do Castelo,Município,T4 ou mais,,,,,20
2014,Viana do Castelo,Município,Total,,,,,89
2014,Vidigueira,Município,T0 ou T1,,,,,0
2014,Vidigueira,Município,T2,,,,,2
2014,Vidigueira,Município,T3,,,,,0
2014,Vidigueira,Município,T4 ou mais,,,,,1
2014,Vidigueira,Município,Total,,,,,3
2014,Vieira do Minho,Município,T0 ou T1,,,,,1
2014,Vieira do Minho,Município,T2,,,,,4
2014,Vieira do Minho,Município,T3,,,,,10
2014,Vieira do Minho,Município,T4 ou mais,,,,,4
2014,Vieira do Minho,Município,Total,,,,,19
2014,Vila da Praia da Vitória,Município,T0 ou T1,,,,,0
2014,Vila da Praia da Vitória,Município,T2,,,,,3
2014,Vila da Praia da Vitória,Município,T3,,,,,8
2014,Vila da Praia da Vitória,Município,T4 ou mais,,,,,1
2014,Vila da Praia da Vitória,Município,Total,,,,,12
2014,Vila de Rei,Município,T0 ou T1,,,,,0
2014,Vila de Rei,Município,T2,,,,,4
2014,Vila de Rei,Município,T3,,,,,3
2014,Vila de Rei,Município,T4 ou mais,,,,,1
2014,Vila de Rei,Município,Total,,,,,8
2014,Vila do Bispo,Município,T0 ou T1,,,,,9
2014,Vila do Bispo,Município,T2,,,,,6
2014,Vila do Bispo,Município,T3,,,,,5
2014,Vila do Bispo,Município,T4 ou mais,,,,,2
2014,Vila do Bispo,Município,Total,,,,,22
2014,Vila do Conde,Município,T0 ou T1,,,,,6
2014,Vila do Conde,Município,T2,,,,,27
2014,Vila do Conde,Município,T3,,,,,64
2014,Vila do Conde,Município,T4 ou mais,,,,,14
2014,Vila do Conde,Município,Total,,,,,111
2014,Vila do Porto,Município,T0 ou T1,,,,,1
2014,Vila do Porto,Município,T2,,,,,3
2014,Vila do Porto,Município,T3,,,,,1
2014,Vila do Porto,Município,T4 ou mais,,,,,1
2014,Vila do Porto,Município,Total,,,,,6
2014,Vila Flor,Município,T0 ou T1,,,,,4
2014,Vila Flor,Município,T2,,,,,3
2014,Vila Flor,Município,T3,,,,,1
2014,Vila Flor,Município,T4 ou mais,,,,,4
2014,Vila Flor,Município,Total,,,,,12
2014,Vila Franca de Xira,Município,T0 ou T1,,,,,2
2014,Vila Franca de Xira,Município,T2,,,,,2
2014,Vila Franca de Xira,Município,T3,,,,,16
2014,Vila Franca de Xira,Município,T4 ou mais,,,,,4
2014,Vila Franca de Xira,Município,Total,,,,,24
2014,Vila Franca do Campo,Município,T0 ou T1,,,,,0
2014,Vila Franca do Campo,Município,T2,,,,,3
2014,Vila Franca do Campo,Município,T3,,,,,3
2014,Vila Franca do Campo,Município,T4 ou mais,,,,,0
2014,Vila Franca do Campo,Município,Total,,,,,6
2014,Vila Nova da Barquinha,Município,T0 ou T1,,,,,0
2014,Vila Nova da Barquinha,Município,T2,,,,,0
2014,Vila Nova da Barquinha,Município,T3,,,,,1
2014,Vila Nova da Barquinha,Município,T4 ou mais,,,,,1
2014,Vila Nova da Barquinha,Município,Total,,,,,2
2014,Vila Nova de Cerveira,Município,T0 ou T1,,,,,3
2014,Vila Nova de Cerveira,Município,T2,,,,,1
2014,Vila Nova de Cerveira,Município,T3,,,,,4
2014,Vila Nova de Cerveira,Município,T4 ou mais,,,,,8
2014,Vila Nova de Cerveira,Município,Total,,,,,16
2014,Vila Nova de Famalicão,Município,T0 ou T1,,,,,4
2014,Vila Nova de Famalicão,Município,T2,,,,,16
2014,Vila Nova de Famalicão,Município,T3,,,,,73
2014,Vila Nova de Famalicão,Município,T4 ou mais,,,,,18
2014,Vila Nova de Famalicão,Município,Total,,,,,111
2014,Vila Nova de Foz Côa,Município,T0 ou T1,,,,,0
